Tweet Id,Text,Name,Screen Name,UTC,Created At,Favorites,Retweets,Language,Client,Tweet Type,URLs,Hashtags,Mentions,Media Type,Media URLs
1433888578392690689,"RT @RealRodrigoPolo : De los 16 diputados vendepatrias que firmaron la carta enviada a #LordPajas, 10 NO SE HAN VACUNADO según el MSPAS, acá el PDF con la carta, mis notas Y LAS CARAS DE LOS VENDEPATRIAS:
https://t.co/0dN6FZTlvr https://t.co/Qk1YDnVXLw",Eddy Dias,EddyDias3,2021-09-03T20:24:12.000Z,Fri Sep 03 20:24:12 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,https://bit.ly/VendePatriasGT ,1,0,photo,https://pbs.twimg.com/media/E-XIUR1XsAEwYyT.jpg
1433887659672449024,"RT @asibrianv : #ConsueloDeCorruptos NO INVESTIGA a:
- Jimmy
- Degenhart
- Miguelito
- #LordPajas
- Raúl Romero
- #FlorecitoDeBarranco
- #CartelDelPolloConLoroco
- #NetCentersDeLaImpunidad
- #PactoDeCorruptos
Pero sí investiga al ""Campeón Contra La Corrupción, Juan Francisco Sandoval. https://t.co/tsUOATreh0",JORGE ESTUARDO GONZÁLEZ REYES,JORGEESTUARDO16,2021-09-03T20:20:33.000Z,Fri Sep 03 20:20:33 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,6,0,photo,https://pbs.twimg.com/media/E-UWzmAXsAQfhcI.png
1433886469240889344,"RT @Giovann64476517 : Ayúdame a compartir estos carteles. #Denisepipitone podría estar en cualquier lugar. Si la reconoces, dinos dónde está (recompensa: $ 50.000) 🙏

Drake #lordpajas Estado de Calamidad #RenunciaDesconsuelo
El Salvador #dawnofchromatica
Fiscal General Cadena Nacional
Sandoval https://t.co/IFXb98tKib",verità popolana 🌺,Pantocrax,2021-09-03T20:15:49.000Z,Fri Sep 03 20:15:49 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,4,0,photo,https://pbs.twimg.com/media/E-WG-TpXIAATK9F.jpg
1433886451154948096,"RT @Giovann64476517 : ¿Te recuerda algo familiar o te reconoces en estas fotos, en estos audios? Si te recuerda algo, contáctanos. Te estamos buscando. Retweet 🙏

Drake #lordpajas Estado de Calamidad #RenunciaDesconsuelo
El Salvador #dawnofchromatica #DenisePipitone 
https://t.co/Xu9z3SXNkc",verità popolana 🌺,Pantocrax,2021-09-03T20:15:44.000Z,Fri Sep 03 20:15:44 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,4,0,video,https://video.twimg.com/ext_tw_video/1399387603888226306/pu/vid/300x270/7o6MRC89vBBYG1mm.mp4?tag=12
1433886441889796116,"RT @RealRodrigoPolo : De los 16 diputados vendepatrias que firmaron la carta enviada a #LordPajas, 10 NO SE HAN VACUNADO según el MSPAS, acá el PDF con la carta, mis notas Y LAS CARAS DE LOS VENDEPATRIAS:
https://t.co/0dN6FZTlvr https://t.co/Qk1YDnVXLw",VIDA-VALORES-JUSTICIA,VVJ_GT,2021-09-03T20:15:42.000Z,Fri Sep 03 20:15:42 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,https://bit.ly/VendePatriasGT ,1,0,photo,https://pbs.twimg.com/media/E-XIUR1XsAEwYyT.jpg
1433886342170165249,RT @alejandralp___ : Lo que piensa el #LordPajas cada vez que quiere un estado de calamidad @DrGiammattei https://t.co/8iZ0HCRMf9,Mia🌟,Mia_EunSan,2021-09-03T20:15:18.000Z,Fri Sep 03 20:15:18 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,1,1,photo,https://pbs.twimg.com/media/E-VbANmXMAAJp0c.jpg
1433886202143416322,"RT @jorge_kox : Saben que va a pasar con las nuevas restricciones? Todos encerrados desde las 6 mientras el gobierno estará celebrando el bicentenario a escondidas gozando todo el presupuesto que asignaron para la celebración ""que no se va a realizar"" ahí se acuerdan. #LordPajas",N,whosaidsetsrok,2021-09-03T20:14:45.000Z,Fri Sep 03 20:14:45 +0000 2021,0,0,es,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,1,0,,
1433886123835674628,"@DrGiammattei hijo de puta, cagón, hueco, rata, traidor, todo lo tenés perro #LordPajas",Carranza,Carranza_92,2021-09-03T20:14:26.000Z,Fri Sep 03 20:14:26 +0000 2021,1,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,,1,1,,
1433885965282643975,"RT @osopablo8 : Mientras sigamos hablando mas de “toque de queda” que de compras sin licitación, vamos a seguir sin entender el problema. 🧸💭 

Estado de Calamidad #LordPajas https://t.co/1v4FLnZ0fX",lester7,lester6789,2021-09-03T20:13:49.000Z,Fri Sep 03 20:13:49 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,1,0,video,https://video.twimg.com/ext_tw_video/1433657623979733018/pu/pl/HPX69r9bLkHtIps7.m3u8?tag=12&container=fmp4
1433885918067404807,"RT @elsancarlistagt : Hoy menos.

Consuelo, Giammattei #LordPajas. VAN A CAER, LA CORRUPCIÓN VA A CAER.

Un ataque más a Juan Francisco Sandoval, girando orden de captura por luchar contra la corrupción.

#Urgente GUATEMALA DEBE DE SEGUIR EN LA LUCHA. https://t.co/FG3skLTvi7",Jacc⁷,Jacc120508,2021-09-03T20:13:37.000Z,Fri Sep 03 20:13:37 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,2,0,photo,https://pbs.twimg.com/media/E-YWpErWUAUb2Ja.jpg
1433883909314514957,"RT @darolynguti : Wtf, se hizo la lipo o que? Pase el tip

#LordPajas https://t.co/pOvGvlvvNG",sebitax es ingobernable 🥭,sebitaschiquito,2021-09-03T20:05:38.000Z,Fri Sep 03 20:05:38 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,1,0,photo,https://pbs.twimg.com/media/E-VFfbrWYAE4HJL.jpg
1433882394210312192,"Se nos adelgazó #LordPajas por tanta depresión de extrañar a Miguelito.

Hasta se le olvidó la Existencia del Parque de la Industria.

#RenunciaGiammattei #NoAlEstadoDeCalamidad #NoAlToqueDeQueda #PactoDeCorruptos #ToqueDeQueda #CoronavirusGT #GobiernoCriminalyCorrupto https://t.co/QIQ8qohhK4",Samuel 🐧🦕🦈,sroca13,2021-09-03T19:59:37.000Z,Fri Sep 03 19:59:37 +0000 2021,1,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,,8,0,photo,https://pbs.twimg.com/media/E-YsbfRWYAIURwI.jpg
1433882063900446724,"RT @asibrianv : #ConsueloDeCorruptos NO INVESTIGA a:
- Jimmy
- Degenhart
- Miguelito
- #LordPajas
- Raúl Romero
- #FlorecitoDeBarranco
- #CartelDelPolloConLoroco
- #NetCentersDeLaImpunidad
- #PactoDeCorruptos
Pero sí investiga al ""Campeón Contra La Corrupción, Juan Francisco Sandoval. https://t.co/tsUOATreh0",Feliciano Charchalac,fcharchalac,2021-09-03T19:58:18.000Z,Fri Sep 03 19:58:18 +0000 2021,0,0,es,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,6,0,photo,https://pbs.twimg.com/media/E-UWzmAXsAQfhcI.png
1433881787508396040,"RT @AlexanderActte : #LordPajas marketing de imagen pública. En el cual los publicistas del presidente analizan la opinión pública y toman como base la imagen física del personaje, realizan una serie de recomendaciones como bajar de peso, expresión con las manos, tono y volumen de voz. https://t.co/smGOUWwS7u",LANARANJAMECANICA,AlexDeL92022343,2021-09-03T19:57:13.000Z,Fri Sep 03 19:57:13 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,1,0,photo,https://pbs.twimg.com/media/E-VUfMJWEAEwgv0.jpg
1433881565608742912,"RT @RealRodrigoPolo : De los 16 diputados vendepatrias que firmaron la carta enviada a #LordPajas, 10 NO SE HAN VACUNADO según el MSPAS, acá el PDF con la carta, mis notas Y LAS CARAS DE LOS VENDEPATRIAS:
https://t.co/0dN6FZTlvr https://t.co/Qk1YDnVXLw",LANARANJAMECANICA,AlexDeL92022343,2021-09-03T19:56:20.000Z,Fri Sep 03 19:56:20 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,https://bit.ly/VendePatriasGT ,1,0,photo,https://pbs.twimg.com/media/E-XIUR1XsAEwYyT.jpg
1433880026731139072,"RT @landivarianos : ¿#LordPajas no está cansado ya de las mismas mentiras? 

Porque nos hartamos de oírlas. Los hospitales siguen desabastecidos, las pruebas y vacunas son insuficientes y sabemos que su fin es seguir robando. 

Las más de 14,000 muertes son su responsabilidad  #RenunciaYaGiammattei https://t.co/ZeEnENLkJf",Lisseth de Gomez,LissethG_15,2021-09-03T19:50:13.000Z,Fri Sep 03 19:50:13 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,2,0,photo,https://pbs.twimg.com/media/E-VHV96XMAQbwl7.jpg
1433879720651894786,"RT @osopablo8 : Mientras sigamos hablando mas de “toque de queda” que de compras sin licitación, vamos a seguir sin entender el problema. 🧸💭 

Estado de Calamidad #LordPajas https://t.co/1v4FLnZ0fX",Jeff ‎ن,Jefferoble,2021-09-03T19:49:00.000Z,Fri Sep 03 19:49:00 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,1,0,video,https://video.twimg.com/ext_tw_video/1433657623979733018/pu/pl/HPX69r9bLkHtIps7.m3u8?tag=12&container=fmp4
1433879000234004490,"RT @gabovarela : Mientras que en El Salvador con el mejor % de vacunación y el mayor % de vacunados de C. A. una fiesta la eliminatoria de @Concacaf, estadio lleno ante #USA🇺🇸, aquí #LordPajas pidiendo otro Estado de Calamidad, para fomentar la corrupción e impunidad. 😪😭🤡🤦‍♂️ https://t.co/FzJmMY2cPj",Ibeth Mendoza 🌙,GarciaIbeth,2021-09-03T19:46:08.000Z,Fri Sep 03 19:46:08 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,2,1,photo,https://pbs.twimg.com/media/E-VJrpSWQAMuBO6.jpg
1433878599149539329,y será cierto del cáncer de cólon del HDLGMP de #LordPajas ?,selojirFemoCtoBymmoH,BotComeFrijoles,2021-09-03T19:44:32.000Z,Fri Sep 03 19:44:32 +0000 2021,0,0,es,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,,1,0,,
1433877553467559948,"RT @LeninistaLuis : Casi todo lo que el Dr Muerte anunció se puede hacer sin un Estado de Calamidad, bastaría honestidad y voluntad política. El Estado de Calamidad solo es licencia para hueviar más.
#RenunciaGiammattei 
#LordPajas https://t.co/hnxSul5TOX",Lisseth de Gomez,LissethG_15,2021-09-03T19:40:23.000Z,Fri Sep 03 19:40:23 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,2,0,photo,https://pbs.twimg.com/media/E-VInr7WYAURD82.jpg
1433877405328936962,Seria una lastima que el 14 de Septiembre manifestemos y estemos en la plaza. No hay nada que celebrar. #LordPajas #RenunciaGiammattei #RenunciaConsuelo https://t.co/pgP4hdeAye,Angel,Angel42035803,2021-09-03T19:39:48.000Z,Fri Sep 03 19:39:48 +0000 2021,6,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,,3,0,photo,https://pbs.twimg.com/media/E-Yn5iZXMAIIe55.jpg
1433876704838225925,"RT @asibrianv : #ConsueloDeCorruptos NO INVESTIGA a:
- Jimmy
- Degenhart
- Miguelito
- #LordPajas
- Raúl Romero
- #FlorecitoDeBarranco
- #CartelDelPolloConLoroco
- #NetCentersDeLaImpunidad
- #PactoDeCorruptos
Pero sí investiga al ""Campeón Contra La Corrupción, Juan Francisco Sandoval. https://t.co/tsUOATreh0",Carlos Avila,UmbralCarlos,2021-09-03T19:37:01.000Z,Fri Sep 03 19:37:01 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,6,0,photo,https://pbs.twimg.com/media/E-UWzmAXsAQfhcI.png
1433876694167916549,#LordPajas https://t.co/UrCaBvhX17,El Juancho,juansical3,2021-09-03T19:36:58.000Z,Fri Sep 03 19:36:58 +0000 2021,0,0,und,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,https://twitter.com/lahoragt/status/1433853871651270667 ,1,0,,
1433874790264279044,"Soy yo o #LordPajas se ve bien pisado, yo no le deseo el mal pero ojalá no esté enfermo porque tiene que ir a la Cárcel a pagar lo que ha hecho @DrGiammattei y no pase como @arzu_alvaro que se petatio antes de ir a la cárcel.",Carlos Daniel Gómez,CColchaj,2021-09-03T19:29:24.000Z,Fri Sep 03 19:29:24 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,1,2,,
1433873828057391106,"RT @johannatorresch : haber si entiendo bien #LordPajas se roba todo el dinero de las vacunas y del hospital mas moderno de CA, entonces los hospitales colapsan (porque hay cinco camas) y #lordpajas decide poner toque de queda de 8pm a 4 am para evitar mas muertes? #CadenaNacional #toque #ToqueDeQueda",Diego Torres,torres_diandre,2021-09-03T19:25:35.000Z,Fri Sep 03 19:25:35 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,5,0,,
1433873131756834822,RT @Pablorosales_v : ya no tiene ningun sentido ni logica los toques de queda esta estupidez solo jode a los que viven del dia a dia #LordPajas este presidente ademas de ladron esta viendo en que otras formas hecha a perder el pais,Diego Torres,torres_diandre,2021-09-03T19:22:49.000Z,Fri Sep 03 19:22:49 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,1,0,,
1433873103579406337,RT @Drom__ : El #EstadoDeCalamidad es solo una estrategia de #LordPajas para seguir robando más dinero.,Diego Torres,torres_diandre,2021-09-03T19:22:42.000Z,Fri Sep 03 19:22:42 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,2,0,,
1433873011099189250,RT @Oskarskywalker : Robando en nombre de la salud y bienestar de los guatemaltecos . #LordPajas https://t.co/sIPWFGs5hm,Diego Torres,torres_diandre,2021-09-03T19:22:20.000Z,Fri Sep 03 19:22:20 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,https://twitter.com/drgiammattei/status/1433842550113247239 ,1,0,,
1433872666348433411,"RT @asibrianv : #ConsueloDeCorruptos NO INVESTIGA a:
- Jimmy
- Degenhart
- Miguelito
- #LordPajas
- Raúl Romero
- #FlorecitoDeBarranco
- #CartelDelPolloConLoroco
- #NetCentersDeLaImpunidad
- #PactoDeCorruptos
Pero sí investiga al ""Campeón Contra La Corrupción, Juan Francisco Sandoval. https://t.co/tsUOATreh0",Otto Morales,OttoMorales12,2021-09-03T19:20:58.000Z,Fri Sep 03 19:20:58 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,6,0,photo,https://pbs.twimg.com/media/E-UWzmAXsAQfhcI.png
1433872499180294150,"RT @jorge_kox : Saben que va a pasar con las nuevas restricciones? Todos encerrados desde las 6 mientras el gobierno estará celebrando el bicentenario a escondidas gozando todo el presupuesto que asignaron para la celebración ""que no se va a realizar"" ahí se acuerdan. #LordPajas",Diego Torres,torres_diandre,2021-09-03T19:20:18.000Z,Fri Sep 03 19:20:18 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,1,0,,
1433872133403328514,"RT @landivarianos : ¿#LordPajas no está cansado ya de las mismas mentiras? 

Porque nos hartamos de oírlas. Los hospitales siguen desabastecidos, las pruebas y vacunas son insuficientes y sabemos que su fin es seguir robando. 

Las más de 14,000 muertes son su responsabilidad  #RenunciaYaGiammattei https://t.co/ZeEnENLkJf",Joel Eduardo Guerrero Spinola,Guerrespinola,2021-09-03T19:18:51.000Z,Fri Sep 03 19:18:51 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,2,0,photo,https://pbs.twimg.com/media/E-VHV96XMAQbwl7.jpg
